"difficulty","question","answer"
"simple","姜维将计就计，如何利用王瓘的计划反戈一击？","修改约定日期，设伏于墵山谷，用伪装粮车诱敌。"
"simple","王瓘最终的结局是什么？","事败后烧毁栈道逃入汉中，被姜维追击，投黑龙江而死。"
"simple","姜维第八次伐魏的目标是哪里？","洮阳。"
"simple","邓艾判断姜维实取洮阳的理由是什么？","洮阳无粮，维料魏只守祁山不守洮阳，欲屯粮结羌图久计。"
"simple","夏侯霸是如何在洮阳城中计身亡的？","误入邓艾设伏的空城，被乱箭射死。"
"simple","姜维攻打祁山时，后主连发三道诏书命其班师，是谁的主意？","宦官黄皓（想让阎宇代替姜维）。"
"simple","姜维为避祸及积蓄力量，最终决定去何处屯田？","沓中。"
"simple","司马昭决心伐蜀，认为谁可为将？","邓艾和钟会。"
"simple","钟会伐蜀前，以什么名义掩人耳目，暗中准备？","声称伐吴，令各地造船。"
"simple","司马昭为何最终同意钟会的伐蜀计划？","钟会分析蜀主昏弱，姜维被绊，汉中可袭，蜀亡可必。"
"simple","钟会任命的伐蜀先锋是谁？","许褚之子许仪。"
"simple","许仪因何事被钟会斩首？","修理桥梁不力，致使钟会坐骑陷于桥上，险些遇害。"
"simple","后主得知邓艾逼近成都，派谁领兵七万迎敌？","诸葛亮之子诸葛瞻。"
"simple","邓艾伐蜀前做了什么梦？预示着什么？","梦见登山望汉中，脚下泉水上涌。爰邵解梦为克蜀但不能还。"
"simple","后主刘禅为何忽视姜维的紧急军情？","听信宦官黄皓和师婆的迷信之言。"
"simple","蜀将傅佥镇守阳安关，副将是谁？此人后来做了什么？","副将蒋舒。蒋舒开门投降魏军。"
"simple","傅佥最后结局如何？","拒绝投降，力战不屈，最终自刎殉国。"
"simple","钟会在定军山遇到了什么怪事？最后如何解决？","遇到狂风和疑似鬼兵，后知是诸葛亮显圣，亲自祭拜后平息。"
"simple","姜维在沓中被魏军围困，使用了什么计策脱困？","用宁随之计，佯攻雍州，迫使诸葛绪回防，趁机夺路奔剑阁。"
"simple","姜维撤往剑阁途中，与哪两位蜀将汇合？","左将军张翼、右将军廖化。"
"simple","钟会如何处置了贻误军机、放走姜维的诸葛绪？","将其用槛车押送洛阳交由司马昭发落。"
"simple","邓艾向钟会提出了什么进攻成都的奇计？","从阴平小路，奇兵径取成都，迫使姜维回援。"
"simple","钟会对邓艾的阴平奇计持什么态度？","表面赞同，内心认为不可行，是庸才之见。"
"simple","邓艾偷渡阴平时，经过摩天岭，士兵无法前进，邓艾如何身先士卒？","用毡裹身滚下山崖。"
"simple","邓艾在阴平小路上发现了谁留下的石碑？上面写了什么？","诸葛亮。碑文预言“二火初兴，有人越此。二士争衡，不久自死。”"
"simple","江油守将是谁？他为何疏于防备？","马邈。他认为有姜维守剑阁，且觉得蜀汉将亡，早有降意。"
"simple","姜维得知魏军大举伐蜀，上表后主，建议派谁守阳安关，谁守阴平桥？","张翼守阳安关，廖化守阴平桥。"
"simple","周瑜令谁为先锋攻打南郡？","蒋钦。"
"simple","陈泰听了邓艾分析蜀兵必出的五个原因后，有何反应？","叹服，称邓艾料敌如神。"
"simple","马岱是如何斩杀魏延的？","遵孔明遗计，在阵前魏延大叫“谁敢杀我”时，从脑后出其不意斩之。"
"simple","第九十三回中，赵云与姜维初次交手感觉如何？","赵云大惊，称赞姜维枪法与众不同，精神倍长。"
"simple","孔明用什么计策诱使姜维离开天水去守冀城？","声东击西，扬言攻打冀城（姜维母亲所在地）和上邽（粮仓）。"
"simple","孔明如何让夏侯楙相信姜维已经投降？","派士兵假扮姜维在夜间攻打天水城，并散布姜维投降的消息。"
"simple","最终是谁说服天水守将梁绪、尹赏开城投降的？","姜维射入密书，二人恐被夏侯楙所害，遂决定投降。"
"simple","孔明得到姜维后，如何评价他？","说“今遇伯约，吾愿足矣”，视其为可以传授平生之学的贤才。"
"simple","孔明与曹真对阵祁山，谁在阵前骂战被孔明骂死？","司徒王朗。"
"simple","王朗死后，郭淮建议曹真如何防备蜀军夜袭？","分兵四路，两路劫蜀营，两路伏于本寨外。"
"simple","孔明如何应对曹真、郭淮的夜袭计策？","将计就计，派魏延、赵云假装劫寨，实则设伏反击魏军劫寨部队。"
"simple","第九十四回中，魏国向哪个部族求救以夹击蜀军？","西羌。"
"simple","西羌国王是谁？其丞相和元帅分别是谁？","国王彻里吉，丞相雅丹，元帅越吉。"
"simple","西羌军队的特色兵种是什么？","铁车兵，用铁叶包裹，骆驼或骡马拖动。"
"simple","蜀将关兴被羌兵围困时，梦见谁显圣搭救？","其父关羽（关公）。"
"simple","孔明用什么计策大破羌兵？","利用大雪天，在山谷设陷阱，待铁车陷入，再用伏兵和弓弩攻击。"
"simple","谁活捉了羌人丞相雅丹？","马岱。"
"simple","孟达在叛魏归蜀前担任何职？镇守何处？","散骑常侍，领新城太守，镇守上庸、金城等地。"
"simple","谁向司马懿告发了孟达的叛乱计划？","金城太守申仪家人、孟达心腹李辅、外甥邓贤。"
"simple","司马懿接到孟达叛乱的消息后，为何没有先奏报魏主？","认为往返奏报耗时太久（约一月），会贻误战机。"
"simple","第九十五回中，司马懿评价诸葛亮用兵的特点是什么？","平生谨慎，未敢造次行事，不肯弄险。"
"simple","马谡在街亭扎营时，选择了什么地形？","选择了山上，而非当道要路口。"
"simple","王平反对马谡在山上扎营的主要理由是什么？","山上是绝地，若被断绝水源，军队会不战自乱。"
"simple","最终是谁率兵包围街亭，断绝了马谡军的水源？","司马懿命张郃阻挡王平，申耽、申仪围山断水。"
"simple","马谡兵败逃亡时，是谁率军接应救了他？","魏延。"
"simple","孔明在西县使用空城计时，带了多少兵力？","约二千五百军士。"
"simple","空城计时，除了孔明抚琴，还有谁在城楼上？","两个小童，一个捧剑，一个执麈尾。"
"simple","赵云在箕谷负责断后时，如何吓退魏将万政？","一箭射中其盔缨。"
"simple","姜维是哪里人？表字为何？","天水冀人，字伯约。"
"simple","谁识破了孔明派人伪装裴绪赚取天水、安定出兵的计策？","姜维。"
"simple","第九十二回中，天水太守是谁？","马遵。"
"simple","孔明用什么计策赚取了安定城？","派魏延伪装成安定援军赚开城门。"
"simple","孟获告诉孔明，泸水猖神需要什么祭品？","旧例用七七四十九颗人头并黑牛白羊祭祀。"
"simple","孔明用什么代替人头祭祀泸水？","用面粉塑成人头形状，内填牛羊肉，名为馒头。"
"simple","孔明在泸水祭祀时，谁负责读祭文？","董厥。"
"simple","孔明从南方班师回朝时，后主在哪里迎接他？","出成都郭三十里。"
"simple","曹丕死时多少岁？在位几年？","四十岁，在位七年。"
"simple","曹丕死后，谁即位为魏国皇帝？","曹睿。"
"simple","曹睿即位后，司马懿被任命为什么职位，负责哪里？","骠骑大将军，提督雍、凉等处兵马。"
"simple","马谡向孔明献了什么计策来对付司马懿？","散布司马懿欲反的流言，并伪造榜文，使曹睿猜忌并杀掉司马懿。"
"simple","曹睿听信流言后，采用谁的计策试探司马懿？","曹真，仿效汉高祖伪游云梦。"
"simple","司马懿被削职后，谁接替他总督雍凉军马？","曹休。"
"simple","孔明是在何时向后主上《出师表》的？","建兴五年春三月。"
"simple","《出师表》中，孔明推荐了哪些宫中良臣？","郭攸之、费祎、董允等。"
"simple","司马懿得知空城计真相后，作何感叹？","“吾不如孔明也！”"
"simple","《出师表》中，孔明推荐了哪位将军负责营中之事？","向宠。"
"simple","孔明北伐时，谁因年老主动请缨担任先锋？","赵云。"
"simple","谁与赵云一同担任北伐先锋部队的将领？","邓芝。"
"simple","魏国派谁担任大都督抵御孔明北伐？","夏侯楙。"
"simple","司徒王朗为何反对任命夏侯楙为大都督？","认为夏侯楙没有实战经验，诸葛亮智谋深不可轻敌。"
"simple","夏侯楙出征前立下什么誓言？","若不生擒诸葛亮，誓不回见天子。"
"simple","第九十二回中，赵云在凤鸣山初战斩杀了韩德的哪四个儿子？","韩瑛、韩瑶（被擒）、韩琼、韩琪（受伤）。"
"simple","韩德使用什么兵器？","开山大斧。"
"simple","赵云在凤鸣山斩杀了西凉先锋韩德及其四个儿子后，夏侯楙采用了谁的计策来诱敌？","参军程武（程昱之子）。"
"simple","程武的计策是如何围困赵云的？","设伏兵于左右，主将佯败诱敌深入，登山指挥围攻。"
"simple","谁率兵救出了被夏侯楙围困的赵云？","关兴和张苞。"
"simple","关兴和张苞在救援赵云途中分别斩杀了哪位魏将？","关兴斩董禧，张苞斩薛则。"
"simple","孔明用计取三城，是指哪三座城？","南安、安定、天水。"
"simple","孔明在《出师表》中提到自己“躬耕南阳”时的志向是什么？","苟全性命于乱世，不求闻达于诸侯。"
"simple","孔明初次退兵汉中时用了什么计策迷惑司马懿？","减兵添灶之法。"
"simple","孔明因何事被后主从前线召回？","后主听信宦官谗言，又思念孔明，故召回。"
"simple","散布孔明谣言的宦官是谁？他后来去了哪里？","苟安。他投奔魏国去了。"
"simple","司马懿如何得知木牛流马的制造方法？","令巧匠拆解抢来的木牛流马，仿制。"
"simple","谁假扮魏军巡粮兵，夺取了魏军仿制的木牛流马？","王平。"
"simple","谁假扮神兵接应王平，吓退追击的魏军？","张嶷。"
"simple","司马懿被廖化、张翼击败后，是如何逃脱廖化追杀的？","弃金盔于东，反向西走，绕树躲过刀砍。"
"simple","魏主曹睿因何事决定亲征合淝？","因孙权分三路大军伐魏。"
"simple","满宠用什么计策在巢湖口击败了吴军水寨？","乘夜分兵从水陆两路火攻吴军水寨。"
"simple","陆逊欲解新城之围，采用了什么计策？","上表请孙权撤兵断魏军归路，自己攻其前，但表文被截获。"
"simple","陆逊最终是如何安全撤退吴军的？","先令诸葛瑾整顿船只佯动，自己率军向襄阳佯动，迷惑魏军后徐徐撤退。"
"simple","司马懿坚守不出，魏延做了什么来辱骂挑战？","将司马懿先前丢失的金盔戴在头上叫骂。"
"simple","孔明在哪处地形酷似葫芦的山谷设下了火攻之计？","上方谷，又叫葫芦谷。"
"simple","孔明用什么作为诱饵，引诱司马懿进入上方谷？","用木牛流马佯装运粮，并令魏延诈败诱敌。"
"simple","上方谷大火烧起时，是什么意外情况救了司马懿父子？","忽然狂风大作，骤雨倾盆，浇灭了大火。"
"simple","谁率蜀军用木牛流马运粮时被魏军抢走几匹？","高翔。"
"simple","孔明在哪里屯兵与司马懿对峙，并送妇人衣物羞辱他？","五丈原。"
"simple","谁劝谏孔明不要事必躬亲，引用丙吉、陈平的例子？","主簿杨顒。"
"simple","费祎带来了什么消息让孔明大惊昏倒？","东吴三路伐魏失败，已无功而返。"
"simple","孔明祈禳北斗续命时，需要多少甲士在外守护？","四十九人。"
"simple","孔明禳星时，若七日内哪盏灯不灭，便可延寿一纪？","本命主灯。"
"simple","是谁无意中闯入帐中，扑灭了孔明的本命主灯？","魏延。"
"simple","孔明临终前将平生所学著作成书，共多少篇？","二十四篇。"
"simple","孔明将兵法锦囊等托付给了谁？","姜维和杨仪。"
"simple","孔明死后，谁被安排断后？","魏延。"
"simple","孔明死后，杨仪用了什么计策来惊退追击的司马懿？","用木雕的孔明像置于车上，推出阵前。"
"simple","蜀中流传什么谚语来形容司马懿被孔明死后吓退？","“死诸葛能走生仲达。”"
"simple","魏延为何烧断栈道，阻拦杨仪大军？","不满杨仪掌权，认为自己功高应替代孔明，且与杨仪有隙。"
"simple","谁最终斩杀了叛乱的魏延？","马岱。"
"simple","司马懿收到孔明送的巾帼衣物后，向使者打听了什么？","孔明的饮食和处理事务的多少。"
"simple","邓艾认为蜀兵必会再出的五个原因中的第一个是什么？","蜀兵虽退，终有乘胜之势；魏兵终有弱败之实。"
"simple","孔明制造的木牛流马有何特点？","不饮不食，可以昼夜转运不绝。"
"simple","郭淮建议司马懿在哪里下寨以防蜀军阻断陇道？","北原。"
